,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
2898,FTLS,First Trust Long/Short Equity ETF,Financial,Exchange Traded Fund,USA,,,49.31,0.0003,51344.0
2899,FTNT,"Fortinet, Inc.",Technology,Software - Infrastructure,USA,49910000000.0,99.78,309.33,0.012,596983.0
2900,FTPAU,FTAC Parnassus Acquisition Corp.,Financial,Shell Companies,USA,,,10.0,0.0,710.0
2901,FTRI,First Trust Indxx Global Natural Resources Income ETF,Financial,Exchange Traded Fund,USA,,,14.76,0.0060999999999999995,10872.0
2903,FTSD,Franklin Liberty Short Duration U.S. Government ETF,Financial,Exchange Traded Fund,USA,,,94.9,0.0003,20212.0
2905,FTSL,First Trust Senior Loan Fund,Financial,Exchange Traded Fund,USA,,,47.88,0.001,249510.0
2906,FTSM,First Trust Enhanced Short Maturity ETF,Financial,Exchange Traded Fund,USA,,,59.93,0.0,169966.0
2907,FTV,Fortive Corporation,Technology,Scientific & Technical Instruments,USA,26870000000.0,17.22,75.96,0.0046,1350476.0
2908,FTXD,First Trust Nasdaq Retail ETF,Financial,Exchange Traded Fund,USA,,,34.82,-0.0026,1622.0
2909,FTXH,First Trust Nasdaq Pharmaceuticals ETF,Financial,Exchange Traded Fund,USA,,,26.67,0.0023,2311.0
2910,FTXL,First Trust Nasdaq Semiconductor ETF,Financial,Exchange Traded Fund,USA,,,67.07,0.0007000000000000001,4438.0
2911,FTXN,First Trust Nasdaq Oil & Gas ETF,Financial,Exchange Traded Fund,USA,,,16.14,-0.0277,12632.0
2912,FTXO,First Trust Nasdaq Bank ETF,Financial,Exchange Traded Fund,USA,,,32.16,-0.0108,86397.0
2913,FTXR,First Trust Nasdaq Transportation ETF,Financial,Exchange Traded Fund,USA,,,32.43,-0.0092,56281.0
2916,FULC,"Fulcrum Therapeutics, Inc.",Healthcare,Biotechnology,USA,733530000.0,,22.93,0.021400000000000002,13968891.0
2917,FULT,Fulton Financial Corporation,Financial,Banks - Regional,USA,2510000000.0,10.73,15.97,-0.0105,533292.0
2918,FUMB,First Trust Ultra Short Duration Municipal ETF,Financial,Exchange Traded Fund,USA,,,20.19,0.0,21860.0
2920,FUNC,First United Corporation,Financial,Banks - Regional,USA,118190000.0,7.07,17.8,-0.0006,4701.0
2921,FUND,"Sprott Focus Trust, Inc.",Financial,Closed-End Fund - Equity,USA,253600000.0,19.19,8.56,0.0012,85163.0
2922,FUNL,CornerCap Fundametrics Large-Cap ETF FUNL,Financial,Exchange Traded Fund,USA,,,34.42,-0.0015,109.0
2924,FUSE,Fusion Acquisition Corp.,Financial,Shell Companies,USA,434910000.0,,9.95,0.001,57360.0
2925,FUSN,Fusion Pharmaceuticals Inc.,Healthcare,Biotechnology,Canada,355890000.0,,8.24,0.0086,10069.0
2926,FUTU,Futu Holdings Limited,Financial,Capital Markets,Hong Kong,14830000000.0,46.7,100.6,-0.023,4449911.0
2927,FUTY,Fidelity MSCI Utilities Index ETF,Financial,Exchange Traded Fund,USA,,,44.28,0.0060999999999999995,76207.0
2929,FV,First Trust Dorsey Wright Focus 5 ETF,Financial,Exchange Traded Fund,USA,,,47.85,-0.0021,53682.0
2930,FVAL,Fidelity Value Factor ETF,Financial,Exchange Traded Fund,USA,,,50.01,0.001,26011.0
2931,FVAM,5:01 Acquisition Corp.,Financial,Shell Companies,USA,104230000.0,,9.75,0.001,205.0
2932,FVC,First Trust Dorsey Wright Dynamic Focus 5 ETF,Financial,Exchange Traded Fund,USA,,,36.63,-0.0034999999999999996,4947.0
2933,FVCB,"FVCBankcorp, Inc.",Financial,Banks - Regional,USA,264300000.0,14.22,19.52,-0.008100000000000001,8386.0
2934,FVD,First Trust Value Line Dividend Index Fund,Financial,Exchange Traded Fund,USA,,,41.48,0.0040999999999999995,466404.0
2935,FVE,Five Star Senior Living Inc.,Healthcare,Medical Care Facilities,USA,130490000.00000001,10.02,4.11,-0.012,80672.0
2937,FVT,Fortress Value Acquisition Corp. III,Financial,Shell Companies,USA,223560000.0,,9.72,0.001,633.0
2938,FWAA,Fifth Wall Acquisition Corp. I,Financial,Shell Companies,USA,562860000.0,,12.66,0.0132,258199.0
2939,FWDB,AdvisorShares FolioBeyond Smart Core Bond ETF,Financial,Exchange Traded Fund,USA,,,26.06,0.0,0.0
2942,FWP,Forward Pharma A/S,Healthcare,Biotechnology,Denmark,54820000.0,,8.05,-0.0313,163905.0
2944,FXA,Invesco CurrencyShares Australian Dollar Trust,Financial,Exchange Traded Fund,USA,,,73.34,0.006,33772.0
2945,FXB,Invesco CurrencyShares British Pound Sterling Trust,Financial,Exchange Traded Fund,USA,,,133.66,0.0045000000000000005,2868.0
2946,FXC,Invesco CurrencyShares Canadian Dollar Trust,Financial,Exchange Traded Fund,USA,,,78.37,0.0001,7937.0
2947,FXD,First Trust Consumer Discretionary AlphaDEX Fund,Financial,Exchange Traded Fund,USA,,,62.25,-0.0062,63332.0
2948,FXE,Invesco CurrencyShares Euro Currency Trust,Financial,Exchange Traded Fund,USA,,,110.13,0.0053,27551.0
2949,FXF,Invesco CurrencyShares Swiss Franc Trust,Financial,Exchange Traded Fund,USA,,,98.86,0.009000000000000001,11039.0
2950,FXG,First Trust Consumer Staples AlphaDEX Fund,Financial,Exchange Traded Fund,USA,,,58.16,0.0154,51860.0
2951,FXH,First Trust Health Care AlphaDEX Fund,Financial,Exchange Traded Fund,USA,,,121.93,0.0018,17933.0
2952,FXI,iShares China Large-Cap ETF,Financial,Exchange Traded Fund,USA,,,41.35,0.0005,13850163.0
2953,FXL,First Trust Technology AlphaDEX Fund,Financial,Exchange Traded Fund,USA,,,125.88,0.0012,31558.0
2954,FXN,First Trust Energy AlphaDEX Fund,Financial,Exchange Traded Fund,USA,,,10.36,-0.0171,905544.0
2955,FXO,First Trust Financials AlphaDEX Fund,Financial,Exchange Traded Fund,USA,,,45.4,-0.0031,188516.0
2956,FXP,ProShares UltraShort FTSE China 50,Financial,Exchange Traded Fund,USA,,,35.31,-0.0008,10923.0
2957,FXR,First Trust Industrials/Producer Durables AlphaDEX Fund,Financial,Exchange Traded Fund,USA,,,60.82,-0.0023,59126.0
2958,FXU,First Trust Utilities AlphaDEX Fund,Financial,Exchange Traded Fund,USA,,,31.9,0.0063,24929.0
2959,FXY,Invesco CurrencyShares Japanese Yen Trust,Financial,Exchange Traded Fund,USA,,,85.85,0.0075,60343.0
2960,FXZ,First Trust Materials AlphaDEX Fund,Financial,Exchange Traded Fund,USA,,,59.81,0.0,33657.0
2962,FYC,First Trust Small Cap Growth AlphaDEX Fund,Financial,Exchange Traded Fund,USA,,,71.44,-0.0111,18550.0
2963,FYLD,Cambria Foreign Shareholder Yield ETF,Financial,Exchange Traded Fund,USA,,,28.14,0.0,2282.0
2964,FYT,First Trust Small Cap Value AlphaDEX Fund,Financial,Exchange Traded Fund,USA,,,51.1,-0.0023,33220.0
2965,FYX,First Trust Small Cap Core AlphaDEX Fund,Financial,Exchange Traded Fund,USA,,,92.4,-0.0074,17496.0
2966,G,Genpact Limited,Technology,Information Technology Services,Bermuda,9640000000.0,28.53,52.09,0.0064,425573.0
2967,GAA,Cambria Global Asset Allocation ETF,Financial,Exchange Traded Fund,USA,,,32.04,0.0014000000000000002,1139.0
2968,GAB,The Gabelli Equity Trust Inc.,Financial,Closed-End Fund - Equity,USA,1790000000.0,11.72,6.81,-0.0087,591617.0
2969,GABC,"German American Bancorp, Inc.",Financial,Banks - Regional,USA,1010000000.0,13.0,38.65,-0.0113,17575.0
2970,GACQU,Global Consumer Acquisition Corp.,Financial,Shell Companies,USA,,,9.96,-0.005,3817.0
2972,GAIN,Gladstone Investment Corporation,Financial,Asset Management,USA,502390000.0,11.82,15.13,0.01,126580.0
2973,GAL,SPDR SSgA Global Allocation ETF,Financial,Exchange Traded Fund,USA,,,46.78,0.0021,139474.0
2974,GALT,Galectin Therapeutics Inc.,Healthcare,Biotechnology,USA,180390000.0,,3.38,-0.0479,343854.0
2975,GAM,"General American Investors Company, Inc.",Financial,Closed-End Fund - Equity,USA,1090000000.0,16.67,44.25,0.0009,9875.0
2977,GAMCU,Golden Arrow Merger Corp.,Financial,Shell Companies,USA,,,9.9,-0.001,200.0
2979,GAMR,Wedbush ETFMG Video Game Tech ETF,Financial,Exchange Traded Fund,USA,,,86.44,-0.0067,3930.0
2981,GANX,"Gain Therapeutics, Inc.",Healthcare,Biotechnology,USA,95040000.0,,8.0,0.0363,38503.0
2986,GAZ,iPath Series B Bloomberg Natural Gas Subindex Total Return ETN,Financial,Exchange Traded Fund,USA,,,20.92,-0.0143,837.0
2987,GB,Global Blue Group Holding AG,Technology,Information Technology Services,Switzerland,1500000000.0,,8.0,-0.051,6258.0
2988,GBAB,Guggenheim Taxable Municipal Bond & Investment Grade Debt Trust,Financial,Closed-End Fund - Debt,USA,489350000.0,,24.39,0.0025,40654.0
2989,GBCI,"Glacier Bancorp, Inc.",Financial,Banks - Regional,USA,4920000000.0,16.01,53.31,-0.009300000000000001,148203.0
2990,GBDC,"Golub Capital BDC, Inc.",Financial,Asset Management,USA,2670000000.0,24.62,15.98,0.005699999999999999,254161.0
2991,GBF,iShares Government/Credit Bond ETF,Financial,Exchange Traded Fund,USA,,,123.33,0.004699999999999999,4811.0
2992,GBIL,Goldman Sachs Access Treasury 0-1 Year ETF,Financial,Exchange Traded Fund,USA,,,100.1,0.0001,108255.0
2993,GBIO,Generation Bio Co.,Healthcare,Biotechnology,USA,1280000000.0,,22.57,0.0334,222606.0
2994,GBL,"GAMCO Investors, Inc.",Financial,Capital Markets,USA,726480000.0,10.31,26.65,-0.0022,7842.0
2995,GBLI,"Global Indemnity Group, LLC",Financial,Insurance - Property & Casualty,USA,392960000.0,,27.27,0.0233,2536.0
2996,GBNY,"Generations Bancorp NY, Inc.",Financial,Banks - Regional,USA,26340000.0,,10.41,0.0087,125.0
2997,GBOX,GreenBox POS,Technology,Software - Infrastructure,USA,320050000.0,,7.52,-0.1356,951623.0
2999,GBRG,Goldenbridge Acquisition Limited,Financial,Shell Companies,Hong Kong,65040000.00000001,,9.81,0.0,0.0
3000,GBS,GBS Inc.,Healthcare,Medical Devices,USA,36160000.0,,2.87,-0.0528,103968.0
3001,GBT,"Global Blood Therapeutics, Inc.",Healthcare,Biotechnology,USA,1720000000.0,,27.7,-0.0195,876846.0
3002,GBUG,iPath Gold ETN,Financial,Exchange Traded Fund,USA,,,28.97,0.0143,2912.0
3004,GCACU,Growth Capital Acquisition Corp.,Financial,Shell Companies,USA,,,10.26,0.001,2728.0
3005,GCBC,"Greene County Bancorp, Inc.",Financial,Banks - Regional,USA,259870000.0,10.95,30.79,0.0189,2435.0
